Model,MSE,Cost
LSTM,0.012073098681867123,533.9797548366544
CVX,0.021362068131566048,539.4334739509014
LSTM-CVX,0.018817394971847534,530.7595776291809
CVX-LSTM,0.012167437933385372,543.2223582036988
NAIVE,0.018627330660820007,578.498222481135
PERFECT,0.0,296.5194902274119
