Model,MSE,Cost
LSTM,0.012411901727318764,406.83323378889537
CVX,0.027624918147921562,392.28028142075715
LSTM-CVX,0.025497328490018845,381.62958793819
NAIVE,0.019473101943731308,439.14620980686897
PERFECT,0.0,197.51936496837124
