Model,MSE,Cost
LSTM,0.01238417997956276,390.532678153721
CVX,0.029859784990549088,405.8731118224223
LSTM-CVX,0.02643377147614956,388.9076613608442
NAIVE,0.019473101943731308,412.6131573340947
PERFECT,0.0,240.76336003807415
