Model,MSE,Cost
LSTM,0.012395345605909824,208.41029206755434
CVX,0.022469475865364075,176.35372333900716
LSTM-CVX,0.018709145486354828,180.6528149683168
CVX-LSTM,0.012298568151891232,224.37675530056637
NAIVE,0.01959998533129692,258.9476582714847
PERFECT,0.0,-62.87707302160057
