Model,MSE,Cost
LSTM,0.012050323188304901,239.2276969209618
CVX,0.024341346696019173,241.98209772862566
LSTM-CVX,0.021216822788119316,225.90156669852038
NAIVE,0.01880810409784317,270.03251495673635
PERFECT,0.0,34.06459406837007
