Model,MSE,Cost
LSTM,0.012356659397482872,480.16343703981414
CVX,0.022680746391415596,487.1909773546822
LSTM-CVX,0.018944090232253075,487.60325128220023
CVX-LSTM,0.012514597736299038,486.0683986406914
NAIVE,0.019360534846782684,525.1327687155618
PERFECT,0.0,283.1259224352048
