Model,MSE,Cost
LSTM,0.011989686638116837,229.06624351236076
CVX,0.026554571464657784,258.35973800551943
LSTM-CVX,0.02513236366212368,225.54907538246792
NAIVE,0.01880810409784317,246.63844069582652
PERFECT,0.0,83.74135972871294
