Model,MSE,Cost
LSTM,0.012310093268752098,130.87535210061188
CVX,0.03069678321480751,91.83861249200255
LSTM-CVX,0.024785656481981277,90.2296675242751
CVX-LSTM,0.012071543373167515,133.39546076431512
NAIVE,0.01920730248093605,154.84387632434778
PERFECT,0.0,-62.6598782079139
