Model,MSE,Cost
LSTM,0.012072417885065079,342.77344240484916
CVX,0.05103807896375656,366.57923606277427
LSTM-CVX,0.014752363786101341,352.83206162263264
NAIVE,0.01880810409784317,345.1431604441281
PERFECT,0.0,300.5382701338727
