Model,MSE,Cost
LSTM,0.011921179480850697,352.836602725164
CVX,0.020381687209010124,355.94185698235646
LSTM-CVX,0.016902519389986992,349.6601138810573
CVX-LSTM,0.0118569266051054,355.8415780421949
NAIVE,0.018177051097154617,391.22340930614956
PERFECT,0.0,155.1785052540793
