Model,MSE,Cost
LSTM,0.012572395615279675,335.70751410820674
CVX,0.02577267773449421,316.57447375877126
LSTM-CVX,0.019756747409701347,314.61148058293486
CVX-LSTM,0.012530370615422726,343.00519915031316
NAIVE,0.01962835155427456,374.61765617731936
PERFECT,0.0,111.42479102887575
