Model,MSE,Cost
LSTM,0.012153486721217632,242.70877910926978
CVX,0.02351362258195877,244.2787260062352
LSTM-CVX,0.0202365480363369,223.53600512768574
NAIVE,0.01880810409784317,275.7719992672242
PERFECT,0.0,26.59093684652115
