Model,MSE,Cost
LSTM,0.011960338801145554,229.43203770775867
CVX,0.026767335832118988,235.695830011276
LSTM-CVX,0.024308251217007637,222.80861890694325
NAIVE,0.01880810409784317,251.19578147877291
PERFECT,0.0,66.75348627162718
