Model,MSE,Cost
LSTM,0.012381668202579021,146.32137613166853
CVX,0.027899593114852905,108.45935123722224
LSTM-CVX,0.02431817539036274,90.6422031078545
CVX-LSTM,0.013125073164701462,135.60774572419075
NAIVE,0.019572805613279343,155.80779678622656
PERFECT,0.0,-81.73544636980753
