Model,MSE,Cost
LSTM,0.012209571897983551,234.82899034007025
CVX,0.024495134130120277,191.46156918136964
LSTM-CVX,0.02228066883981228,187.8229166722092
CVX-LSTM,0.012197915464639664,230.39321385304555
NAIVE,0.019422143697738647,260.2940684441771
PERFECT,0.0,-13.762220798510432
