Model,MSE,Cost
LSTM,0.012278198264539242,409.1934943097231
CVX,0.019422955811023712,408.7987519162811
LSTM-CVX,0.018076397478580475,401.5494176683392
CVX-LSTM,0.012585115619003773,413.44222007829984
NAIVE,0.019473101943731308,440.5759347082384
PERFECT,0.0,195.02100941274853
