Model,MSE,Cost
LSTM,0.011890911497175694,442.8141179804505
CVX,0.021225223317742348,426.8212589720027
LSTM-CVX,0.01726190559566021,431.08943027037606
CVX-LSTM,0.011916039511561394,450.7350204716921
NAIVE,0.018589690327644348,475.69585907361136
PERFECT,0.0,159.9930470723062
