Model,MSE,Cost
LSTM,0.012107034213840961,244.6245055272817
CVX,0.024925678968429565,240.6074722179952
LSTM-CVX,0.021188070997595787,220.0685211671989
CVX-LSTM,0.012415118515491486,251.93294996569747
NAIVE,0.01880810409784317,273.62757586430877
PERFECT,0.0,28.963046762899925
