Model,MSE,Cost
LSTM,0.01282103918492794,478.5012167116359
CVX,0.020773403346538544,527.5591152852065
LSTM-CVX,0.016695072874426842,513.212634437098
CVX-LSTM,0.012977980077266693,488.4715572444258
NAIVE,0.019897175952792168,524.3538283374877
PERFECT,0.0,234.16209260469236
