Model,MSE,Cost
LSTM,0.012088127434253693,404.00371844800713
CVX,0.0215098038315773,392.04119000238467
LSTM-CVX,0.020177694037556648,389.5000434651445
CVX-LSTM,0.012124406173825264,412.29871356452935
NAIVE,0.019084423780441284,441.79738879990913
PERFECT,0.0,181.8358632888229
