Model,MSE,Cost
LSTM,0.012438965030014515,65.28183801509243
CVX,0.031117688864469528,36.00608922538713
LSTM-CVX,0.02365771308541298,32.447646923488215
CVX-LSTM,0.012733155861496925,64.01226492735692
NAIVE,0.0195506252348423,90.7542985037145
PERFECT,0.0,-113.82384803309641
